transcript_id,gene_id,gene_name,cpg_density,loeuf,oe_lof_point_estimate,promoter_phastcons,exonic_phastcons,region_grch38,region_grch38_length,region_grch38_clipped
ENST00000035307,ENSG00000033100,CHPF2,0.5339498261277513,1.184,0.86332,0.1088249999999999,0.6238936510937524,chr7:151230500-151234498,3999,chr7:151232000-151232998
ENST00000264065,ENSG00000077232,DNAJC10,0.5338817155399126,0.635,0.44469,0.1026749999999999,0.8934053598262368,chr2:182714273-182718271,3999,chr2:182715773-182716771
ENST00000591247,ENSG00000161654,LSM12,0.5338465481308118,0.269,0.0,0.1705750000000002,0.9181962824762084,chr17:44065621-44069619,3999,chr17:44067121-44068119
ENST00000340398,ENSG00000188375,H3F3C,0.5338211865844064,,,0.3818749999999998,0.9712121212121212,chr12:31790243-31794241,3999,chr12:31791743-31792741
ENST00000300651,ENSG00000125686,MED1,0.5338034392193013,0.117,0.037148,0.1021499999999999,0.9307403565103728,chr17:39449288-39453286,3999,chr17:39450788-39451786
ENST00000389313,ENSG00000188176,SMTNL2,0.5337998744235796,0.939,0.50003,0.1659500000000001,0.8147638212149457,chr17:4582540-4586538,3999,chr17:4584040-4585038
ENST00000494664,ENSG00000113845,TIMMDC1,0.5337828346677904,1.291,0.82566,0.0580249999999999,0.8844582898342681,chr3:119496533-119500531,3999,chr3:119498033-119499031
ENST00000260818,ENSG00000138246,DNAJC13,0.5337828346677904,0.186,0.12251,0.1142,0.9494585941994512,chr3:132415527-132419525,3999,chr3:132417027-132418025
ENST00000311638,ENSG00000174796,THAP6,0.5337732919254659,1.325,0.67383,0.0912749999999999,0.972149409517552,chr4:75512474-75516472,3999,chr4:75513974-75514972
ENST00000358571,ENSG00000196570,PFN3,0.5337138229566357,1.374,0.0,0.1259,0.913705583756345,chr5:177398638-177402636,3999,chr5:177400138-177401136
ENST00000222139,ENSG00000187266,EPOR,0.5337031276352528,0.687,0.36558,0.1235749999999999,0.7410014376509497,chr19:11382314-11386312,3999,chr19:11383814-11384812
ENST00000307365,ENSG00000168209,DDIT4,0.5336690034021399,1.268,0.64372,0.3400250000000002,0.6167869313886271,chr10:72271921-72275919,3999,chr10:72273421-72274419
ENST00000374902,ENSG00000136891,TEX10,0.5335942016096759,0.166,0.064398,0.0795749999999999,0.9468817204301074,chr9:100350941-100354939,3999,chr9:100352441-100353439
ENST00000357877,ENSG00000135622,SEMA4F,0.5334586774701375,0.92,0.65399,0.109125,0.7698516422056491,chr2:74652229-74656227,3999,chr2:74653729-74654727
ENST00000317091,ENSG00000172831,CES2,0.5334581852490299,1.315,0.94156,0.1308,0.5141331370911552,chr16:66932461-66936459,3999,chr16:66933961-66934959
ENST00000336930,ENSG00000187398,LUZP2,0.5334518781951545,1.194,0.78626,0.109575,0.7381435832875759,chr11:24495179-24499177,3999,chr11:24496679-24497677
ENST00000409618,ENSG00000198925,ATG9A,0.5334013804230169,0.298,0.14194,0.2214999999999999,0.8344404093387288,chr2:219227370-219231368,3999,chr2:219228870-219229868
ENST00000398585,ENSG00000184012,TMPRSS2,0.5333866720005334,0.881,0.59435,0.0262749999999999,0.5249112528133556,chr21:41506067-41510065,3999,chr21:41507567-41508565
ENST00000168712,ENSG00000075388,FGF4,0.5333424502982957,1.098,0.34988,0.150275,0.8798292057933423,chr11:69773405-69777403,3999,chr11:69774905-69775903
ENST00000352397,ENSG00000100243,CYB5R3,0.5333392593251036,1.034,0.59237,0.051925,0.8727505153563173,chr22:42647570-42651568,3999,chr22:42649070-42650068
ENST00000295150,ENSG00000186453,FAM228A,0.533321258135036,1.081,0.47267,0.075525,0.34016158659261,chr2:24173104-24177102,3999,chr2:24174604-24175602
ENST00000302640,ENSG00000150995,ITPR1,0.5333092742683287,0.127,0.074648,0.2691000000000003,0.8551659712196852,chr3:4491349-4495347,3999,chr3:4492849-4493847
ENST00000354757,ENSG00000197479,PCDHB11,0.5332535944780843,1.647,1.0678,0.1362249999999999,0.83,chr5:141197776-141201774,3999,chr5:141199276-141200274
ENST00000591998,ENSG00000196110,ZNF699,0.5332092410008822,0.86,0.51944,0.0454999999999999,0.6931787634053297,chr19:9307575-9311573,3999,chr19:9309075-9310073
ENST00000325212,ENSG00000166004,KIAA1731,0.5331444112896931,0.493,0.38139,0.0486999999999999,0.3662409933171856,chr11:93659640-93663638,3999,chr11:93661140-93662138
ENST00000264093,ENSG00000114956,DGUOK,0.5331138767471773,1.202,0.74184,0.0812249999999999,0.9066560234489368,chr2:73924827-73928825,3999,chr2:73926327-73927325
ENST00000262027,ENSG00000166986,MARS,0.5331088664421998,0.78,0.58347,0.1704,0.8478131722838836,chr12:57485958-57489956,3999,chr12:57487458-57488456
ENST00000520004,ENSG00000182319,SGK223,0.53309245452055,1.454,1.1434,0.1535500000000002,0.7713596538884349,chr8:8384500-8388498,3999,chr8:8386000-8386998
ENST00000253247,ENSG00000130935,NOL11,0.5330866155608424,0.676,0.45076,0.1002999999999999,0.7614200628082786,chr17:67715834-67719832,3999,chr17:67717334-67718332
ENST00000286713,ENSG00000148175,STOM,0.5328932172086172,1.139,0.6525,0.0910749999999999,0.9000122545418091,chr9:121368207-121372205,3999,chr9:121369707-121370705
ENST00000373831,ENSG00000180198,RCC1,0.532749543326033,0.352,0.13626,0.092125,0.8509933774834437,chr1:28516258-28520256,3999,chr1:28517758-28518756
ENST00000283646,ENSG00000153574,RPIA,0.5327442827442828,0.85,0.4713,0.108175,0.9276380373041428,chr2:88689645-88693643,3999,chr2:88691145-88692143
ENST00000296358,ENSG00000163982,OTOP1,0.532718476042694,1.85,1.4091,0.068125,0.9388838374764166,chr4:4224891-4228889,3999,chr4:4226391-4227389
ENST00000439055,ENSG00000153093,ACOXL,0.5327147922689766,1.117,0.80509,0.0408749999999999,0.6952352687796448,chr2:110730574-110734572,3999,chr2:110732074-110733072
ENST00000563588,ENSG00000156873,PHKG2,0.5326979350756396,0.651,0.36095,0.1054000000000001,0.868230420824656,chr16:30746271-30750269,3999,chr16:30747771-30748769
ENST00000251636,ENSG00000067248,DHX29,0.5326628883112455,0.535,0.39003,0.0835,0.9030935086215331,chr5:55305724-55309722,3999,chr5:55307224-55308222
ENST00000407800,ENSG00000128626,MRPS12,0.5325688319278473,1.886,1.2019,0.1466249999999999,0.890046731845293,chr19:38928955-38932953,3999,chr19:38930455-38931453
ENST00000367157,ENSG00000163545,NUAK2,0.5324784501229989,0.776,0.46902,0.1121750000000001,0.6847906730259672,chr1:205319757-205323755,3999,chr1:205321257-205322255
ENST00000323929,ENSG00000020922,MRE11A,0.5324512014138278,0.837,0.59907,0.0804999999999999,0.850861296684847,chr11:94491910-94495908,3999,chr11:94493410-94494408
ENST00000217386,ENSG00000101405,OXT,0.5324282053841802,0.734,0.0,0.090225,0.6391534391534393,chr20:3069621-3073619,3999,chr20:3071121-3072119
ENST00000378572,ENSG00000165630,PRPF18,0.5323828644905141,0.824,0.47246,0.0413749999999999,0.943977429601378,chr10:13584928-13588926,3999,chr10:13586428-13587426
ENST00000371269,ENSG00000116133,DHCR24,0.5321746803303946,0.513,0.28446,0.1162749999999999,0.9132817537072856,chr1:54885220-54889218,3999,chr1:54886720-54887718
ENST00000359655,ENSG00000156502,SUPV3L1,0.5321741552356984,0.472,0.2784,0.089425,0.8443404543044984,chr10:69178233-69182231,3999,chr10:69179733-69180731
ENST00000356708,ENSG00000165629,ATP5C1,0.5321594098654999,0.784,0.41722,0.0749499999999999,0.8593735858055346,chr10:7786130-7790128,3999,chr10:7787630-7788628
ENST00000368814,ENSG00000159445,THEM4,0.5320469620118469,1.536,0.88985,0.0698249999999999,0.4632088520055325,chr1:151907810-151911808,3999,chr1:151909310-151910308
ENST00000373448,ENSG00000101407,TTI1,0.5320099585614119,0.795,0.55197,0.1288999999999999,0.7311620795107032,chr20:38031463-38035461,3999,chr20:38032963-38033961
ENST00000372839,ENSG00000166913,YWHAB,0.5319901847810908,0.252,0.0,0.1985499999999999,0.95195681511471,chr20:44883712-44887710,3999,chr20:44885212-44886210
ENST00000225428,ENSG00000108296,CWC25,0.5319787208511659,0.792,0.47862,0.090675,0.8256002625404424,chr17:38823483-38827481,3999,chr17:38824983-38825981
ENST00000309318,ENSG00000173457,PPP1R14B,0.5319604157418416,1.559,0.70796,0.2526749999999999,0.9268398268398268,chr11:64244943-64248941,3999,chr11:64246443-64247441
ENST00000339486,ENSG00000101782,RIOK3,0.5319148936170213,0.821,0.5334,0.0643999999999999,0.9372138256473306,chr18:23450824-23454822,3999,chr18:23452324-23453322
ENST00000376352,ENSG00000166263,STXBP4,0.5319148936170213,1.073,0.76317,0.078225,0.8603854507595667,chr17:54966766-54970764,3999,chr17:54968266-54969264
ENST00000391759,ENSG00000105619,TFPT,0.531838058594109,1.123,0.62253,0.11855,0.8750008226822454,chr19:54113677-54117675,3999,chr19:54115177-54116175
ENST00000292430,ENSG00000160886,LY6K,0.5318345666204868,1.658,0.70317,0.0560999999999999,0.6006463543642689,chr8:142698112-142702110,3999,chr8:142699612-142700610
ENST00000227524,ENSG00000110107,PRPF19,0.5318289752292963,0.106,0.0,0.107225,0.8673062364067703,chr11:60904590-60908588,3999,chr11:60906090-60907088
ENST00000199814,ENSG00000086589,RBM22,0.5317580002575703,0.143,0.0,0.1412749999999998,0.9476603934776316,chr5:150699109-150703107,3999,chr5:150700609-150701607
ENST00000505459,ENSG00000153037,SRP19,0.5317142395228942,0.968,0.46021,0.1144499999999999,0.8884553175672426,chr5:112859223-112863221,3999,chr5:112860723-112861721
ENST00000235329,ENSG00000116688,MFN2,0.5317092453985864,0.298,0.14159,0.093225,0.9040457343887424,chr1:11978313-11982311,3999,chr1:11979813-11980811
ENST00000304191,ENSG00000169612,FAM103A1,0.5316913009395485,1.347,0.59404,0.031475,0.7541345016158146,chr15:82984208-82988206,3999,chr15:82985708-82986706
ENST00000229281,ENSG00000111678,C12orf57,0.5316865043448756,1.861,1.1512,0.202475,0.9581316191246636,chr12:6942024-6946022,3999,chr12:6943524-6944522
ENST00000265978,ENSG00000051009,FAM160A2,0.5316497757102508,0.301,0.15235,0.123775,0.9351541177834206,chr11:6232713-6236711,3999,chr11:6234213-6235211
ENST00000292530,ENSG00000160961,ZNF333,0.531632110579479,1.202,0.87169,0.0440749999999999,0.4653391351919895,chr19:14688102-14692100,3999,chr19:14689602-14690600
ENST00000399562,ENSG00000242259,C22orf39,0.5316301478596349,1.776,1.0353,0.0691499999999999,0.4695629707623711,chr22:19446234-19450232,3999,chr22:19447734-19448732
ENST00000254488,ENSG00000132164,SLC6A11,0.531619559752552,0.608,0.37552,0.14535,0.8597859762031735,chr3:10814201-10818199,3999,chr3:10815701-10816699
ENST00000394900,ENSG00000149476,DAK,0.5315860727878517,1.076,0.74066,0.1349750000000001,0.7301295817283349,chr11:61331211-61335209,3999,chr11:61332711-61333709
ENST00000255681,ENSG00000133315,MACROD1,0.5315163766415516,0.5,0.19351,0.144525,0.8321087657367772,chr11:64164063-64168061,3999,chr11:64165563-64166561
ENST00000225698,ENSG00000108561,C1QBP,0.5314537874794715,1.595,0.97604,0.1256249999999999,0.8840752141681603,chr17:5437157-5441155,3999,chr17:5438657-5439655
ENST00000540677,ENSG00000011347,SYT7,0.5314525542007102,0.346,0.10997,0.2357500000000001,0.9042431780760024,chr11:61578828-61582826,3999,chr11:61580328-61581326
ENST00000279242,ENSG00000149792,MRPL49,0.5314268236733446,1.458,0.74699,0.1609999999999998,0.7899372467353345,chr11:65120329-65124327,3999,chr11:65121829-65122827
ENST00000253727,ENSG00000131408,NR1H2,0.5313925951597066,0.465,0.22108,0.20815,0.6498597358340237,chr19:50374470-50378468,3999,chr19:50375970-50376968
ENST00000361113,ENSG00000198551,ZNF627,0.5313858759070362,1.081,0.22954,0.0517,0.0839379777607233,chr19:11595421-11599419,3999,chr19:11596921-11597919
ENST00000258180,ENSG00000135709,KIAA0513,0.5313526316086984,0.472,0.23895,0.04235,0.8742432329058187,chr16:85025805-85029803,3999,chr16:85027305-85028303
ENST00000394818,ENSG00000149503,INCENP,0.5313046142969051,0.338,0.19387,0.098375,0.7802487724842581,chr11:62121974-62125972,3999,chr11:62123474-62124472
ENST00000314133,ENSG00000176340,COX8A,0.5312886769100733,1.871,0.82024,0.172425,0.7859583333333332,chr11:63972608-63976606,3999,chr11:63974108-63975106
ENST00000366783,ENSG00000143801,PSEN2,0.531245308295511,0.698,0.38712,0.0514499999999999,0.8639940608760207,chr1:226868564-226872562,3999,chr1:226870064-226871062
ENST00000361891,ENSG00000143621,ILF2,0.5312192607498745,0.268,0.084981,0.1198,0.900028596266456,chr1:153669050-153673048,3999,chr1:153670550-153671548
ENST00000495893,ENSG00000173889,PHC3,0.5311987690842317,0.096,0.020133,0.1101749999999999,0.9525856211328574,chr3:170179749-170183747,3999,chr3:170181249-170182247
ENST00000263657,ENSG00000115946,PNO1,0.5311683755019297,0.665,0.25713,0.1419750000000001,0.910210239452524,chr2:68155845-68159843,3999,chr2:68157345-68158343
ENST00000606214,ENSG00000145979,TBC1D7,0.531114455165088,1.626,1.0801,0.086675,0.9071344286022992,chr6:13324914-13328912,3999,chr6:13326414-13327412
ENST00000337652,ENSG00000133895,MEN1,0.5310940081864868,0.171,0.035963,0.2034750000000001,0.8698512463154721,chr11:64809296-64813294,3999,chr11:64810796-64811794
ENST00000325366,ENSG00000082213,C5orf22,0.5310713627143647,0.757,0.44609,0.061325,0.8171616358289462,chr5:31530267-31534265,3999,chr5:31531767-31532765
ENST00000377939,ENSG00000158286,RNF207,0.5310372814175958,0.92,0.63884,0.1152,0.7509186351706036,chr1:6204177-6208175,3999,chr1:6205677-6206675
ENST00000351797,ENSG00000055147,FAM114A2,0.530983778737309,1.005,0.67025,0.032525,0.8407405767542733,chr5:154036921-154040919,3999,chr5:154038421-154039419
ENST00000252934,ENSG00000130638,ATXN10,0.5309407516757817,0.682,0.40228,0.0550499999999999,0.765540959183517,chr22:45669800-45673798,3999,chr22:45671300-45672298
ENST00000261880,ENSG00000103591,AAGAB,0.5308909472303031,1.043,0.65582,0.0591249999999999,0.8302897252938695,chr15:67252738-67256736,3999,chr15:67254238-67255236
ENST00000361099,ENSG00000115415,STAT1,0.5308654780187119,0.182,0.079585,0.0240999999999999,0.8023082894324296,chr2:191012252-191016250,3999,chr2:191013752-191014750
ENST00000354775,ENSG00000143149,ALDH9A1,0.5308165308165308,1.142,0.78601,0.03675,0.8214397686186664,chr1:165696865-165700863,3999,chr1:165698365-165699363
ENST00000505374,ENSG00000152670,DDX4,0.5308025193460316,0.264,0.13359,0.071075,0.9080095609215644,chr5:55736025-55740023,3999,chr5:55737525-55738523
ENST00000274368,ENSG00000145708,CRHBP,0.530782522362555,0.579,0.25295,0.138775,0.8016176571718674,chr5:76950714-76954712,3999,chr5:76952214-76953212
ENST00000299335,ENSG00000166260,COX11,0.5307486165732781,0.846,0.40215,0.076,0.6609472066952801,chr17:54966787-54970785,3999,chr17:54968287-54969285
ENST00000458427,ENSG00000183340,JRKL,0.5307386112339673,0.831,0.47601,0.3844000000000001,0.7333333333333333,chr11:96387995-96391993,3999,chr11:96389495-96390493
ENST00000243563,ENSG00000077312,SNRPA,0.5305976514904611,1.376,0.76497,0.0986749999999999,0.8967995316519695,chr19:40748860-40752858,3999,chr19:40750360-40751358
ENST00000262990,ENSG00000109445,ZNF330,0.5305862083355689,0.577,0.2924,0.0921249999999999,0.8768311970407353,chr4:141218888-141222886,3999,chr4:141220388-141221386
ENST00000370489,ENSG00000198018,ENTPD7,0.5305236144697232,0.853,0.59253,0.11185,0.8112845895530103,chr10:99657507-99661505,3999,chr10:99659007-99660005
ENST00000315423,ENSG00000168884,TNIP2,0.5305151287405121,0.714,0.38009,0.05645,0.6370690245404497,chr4:2754378-2758376,3999,chr4:2755878-2756876
ENST00000293771,ENSG00000161914,ZNF653,0.5305039787798409,0.637,0.35279,0.2383749999999999,0.8603483352221806,chr19:11503925-11507923,3999,chr19:11505425-11506423
ENST00000263593,ENSG00000110013,SIAE,0.5304992087469429,1.133,0.78001,0.1459250000000002,0.6817731676528332,chr11:124671883-124675881,3999,chr11:124673383-124674381
ENST00000265071,ENSG00000113361,CDH6,0.5303859031003897,0.353,0.18803,0.3399000000000002,0.8825874733226557,chr5:31191751-31195749,3999,chr5:31193251-31194249
ENST00000511367,ENSG00000113360,DROSHA,0.5303826794557104,0.349,0.24032,0.0634,0.8753133799363328,chr5:31530063-31534061,3999,chr5:31531563-31532561
ENST00000307126,ENSG00000172432,GTPBP2,0.5303690848531792,0.437,0.23274,0.2397,0.9014748272315604,chr6:43627164-43631162,3999,chr6:43628664-43629662
ENST00000264318,ENSG00000109158,GABRA4,0.5303466443362816,0.358,0.13851,0.1822500000000002,0.9026046746372768,chr4:46992409-46996407,3999,chr4:46993909-46994907
ENST00000371180,ENSG00000162604,TM2D1,0.5302476553885799,1.145,0.63468,0.106775,0.6611111111111111,chr1:61723425-61727423,3999,chr1:61724925-61725923
ENST00000376131,ENSG00000102466,FGF14,0.5301952670373723,0.38,0.080004,0.4183250000000001,0.8164240310721538,chr13:102399776-102403774,3999,chr13:102401276-102402274
ENST00000316881,ENSG00000121060,TRIM25,0.5301937266976723,0.593,0.33989,0.105875,0.6736129495997452,chr17:56912040-56916038,3999,chr17:56913540-56914538
ENST00000324972,ENSG00000158560,DYNC1I1,0.5301880944224212,0.686,0.46235,0.129325,0.901934241876666,chr7:95770591-95774589,3999,chr7:95772091-95773089
ENST00000334744,ENSG00000186314,PRELID2,0.5301713371023078,1.516,0.95768,0.0570499999999999,0.9332338030192128,chr5:145833306-145837304,3999,chr5:145834806-145835804
ENST00000371153,ENSG00000132854,KANK4,0.5301241427908774,0.807,0.55529,0.08885,0.4532463186077644,chr1:62317416-62321414,3999,chr1:62318916-62319914
ENST00000339994,ENSG00000187486,KCNJ11,0.5300555187461445,1.258,0.55221,0.3041999999999999,0.910472541507024,chr11:17386661-17390659,3999,chr11:17388161-17389159
ENST00000382172,ENSG00000027001,MIPEP,0.5300499414027359,1.043,0.75656,0.0629749999999999,0.8467885961215379,chr13:23887421-23891419,3999,chr13:23888921-23889919
ENST00000356406,ENSG00000087008,ACOX3,0.5300017310540409,1.08,0.78777,0.1075,0.6894848658615228,chr4:8438713-8442711,3999,chr4:8440213-8441211
ENST00000383366,ENSG00000114670,NEK11,0.5299489243151215,1.216,0.90952,0.107275,0.738314662162802,chr3:131024884-131028882,3999,chr3:131026384-131027382
ENST00000500504,ENSG00000179918,SEPHS2,0.5299276648737448,0.974,0.49373,0.3529499999999998,0.0571428571428571,chr16:30443729-30447727,3999,chr16:30445229-30446227
ENST00000260210,ENSG00000137656,BUD13,0.5299001944503322,0.766,0.49028,0.057825,0.7020297534417136,chr11:116770990-116774988,3999,chr11:116772490-116773488
ENST00000290246,ENSG00000062598,ELMO2,0.5298900030701397,0.567,0.37776,0.1162249999999999,0.9403606102635228,chr20:46404619-46408617,3999,chr20:46406119-46407117
ENST00000253699,ENSG00000131381,ZFYVE20,0.5298846672903851,0.47,0.28397,0.040925,0.921370508627984,chr3:15097150-15101148,3999,chr3:15098650-15099648
ENST00000328834,ENSG00000182973,CNOT10,0.5297604505535483,0.224,0.097758,0.092025,0.8694612453248,chr3:32683146-32687144,3999,chr3:32684646-32685644
ENST00000291900,ENSG00000160445,ZER1,0.5297253153521018,0.175,0.055591,0.1481499999999999,0.9266441570861386,chr9:128769895-128773893,3999,chr9:128771395-128772393
ENST00000239451,ENSG00000120329,SLC25A2,0.5297074262591503,1.295,0.6181,0.2380999999999999,0.2372402327514547,chr5:141302049-141306045,3997,chr5:141303549-141304545
ENST00000369522,ENSG00000198765,SYCP1,0.5296610169491526,0.158,0.06885,0.0881499999999999,0.8326168543159331,chr1:114852804-114856802,3999,chr1:114854304-114855302
ENST00000256151,ENSG00000133773,CCDC59,0.529655232666077,1.704,1.1299,0.10185,0.9164117855862892,chr12:82356790-82360788,3999,chr12:82358290-82359288
ENST00000340093,ENSG00000011422,PLAUR,0.5296509978246476,0.823,0.41721,0.052525,0.7108783514963951,chr19:43668352-43672350,3999,chr19:43669852-43670850
ENST00000215917,ENSG00000100104,SRRD,0.5296355144686793,1.492,0.90573,0.044775,0.6233048997632221,chr22:26481878-26485876,3999,chr22:26483378-26484376
ENST00000381989,ENSG00000102699,PARP4,0.5296122317398914,0.852,0.6803,0.011625,0.6724636212068179,chr13:24510812-24514810,3999,chr13:24512312-24513310
ENST00000527223,ENSG00000167646,DNAAF3,0.5295454400203053,1.07,0.69515,,0.6343108817759261,chr19:55164652-55168650,3999,chr19:55166152-55167150
ENST00000360647,ENSG00000163848,ZNF148,0.529482551143201,0.101,0.0,0.4305499999999997,0.9897904026252596,chr3:125373356-125377354,3999,chr3:125374856-125375854
ENST00000257829,ENSG00000135372,NAT10,0.5294384794915448,0.921,0.7142,0.014225,0.8888919951162091,chr11:34103603-34107601,3999,chr11:34105103-34106101
ENST00000314011,ENSG00000125945,ZNF436,0.5294293300620627,0.854,0.50371,0.3235000000000003,0.942433951796306,chr1:23367444-23371442,3999,chr1:23368944-23369942
ENST00000230640,ENSG00000039123,SKIV2L2,0.5293084504896103,0.309,0.18662,0.084125,0.9457541184447212,chr5:55305761-55309759,3999,chr5:55307261-55308259
ENST00000541158,ENSG00000165409,TSHR,0.5292811175251408,1.234,0.87716,0.07035,0.3005477201631346,chr14:80953044-80957042,3999,chr14:80954544-80955542
ENST00000418425,ENSG00000050426,LETMD1,0.5291055282079384,0.597,0.30235,0.109375,0.8212849221088084,chr12:51046339-51050337,3999,chr12:51047839-51048837
ENST00000370757,ENSG00000122420,PTGFR,0.5291005291005291,0.802,0.35035,0.1834249999999999,0.8494444444444441,chr1:78489073-78493071,3999,chr1:78490573-78491571
ENST00000376958,ENSG00000152749,GPR180,0.5290538753196368,1.047,0.68013,0.096625,0.8813296235823239,chr13:94599904-94603902,3999,chr13:94601404-94602402
ENST00000300303,ENSG00000167011,NAT16,0.5290440816481623,1.54,0.89194,0.0604499999999999,0.6099508327552212,chr7:101178278-101182276,3999,chr7:101179778-101180776
ENST00000248600,ENSG00000127952,STYXL1,0.5290123603738002,1.386,0.87276,0.066525,0.6114105920541938,chr7:76046005-76050003,3999,chr7:76047505-76048503
ENST00000356018,ENSG00000137707,BTG4,0.5290095618478304,0.789,0.30537,0.1682000000000001,0.4890884719242982,chr11:111510356-111514354,3999,chr11:111511856-111512854
ENST00000249883,ENSG00000114019,AMOTL2,0.5288765088207985,0.44,0.25205,0.1570999999999999,0.7125926130399121,chr3:134372596-134376594,3999,chr3:134374096-134375094
ENST00000299977,ENSG00000166750,SLFN5,0.528714676390155,1.344,0.91583,0.032225,0.4874126812501499,chr17:35241037-35245035,3999,chr17:35242537-35243535
ENST00000372022,ENSG00000148296,SURF6,0.5287058295249615,1.098,0.67765,0.0440249999999999,0.5519135202594437,chr9:133334401-133338398,3998,chr9:133335901-133336898
ENST00000355341,ENSG00000166140,ZFYVE19,0.52868949742129,1.172,0.83361,0.1068,0.7374878358311886,chr15:40805090-40809088,3999,chr15:40806590-40807588
ENST00000389328,ENSG00000167632,TRAPPC9,0.5286809410520751,0.739,0.5502,0.04505,0.8428457315564988,chr8:140456581-140460579,3999,chr8:140458081-140459079
ENST00000264992,ENSG00000034533,ASTE1,0.5286809410520751,1.161,0.7737,0.12195,0.5583977225255846,chr3:131024804-131028802,3999,chr3:131026304-131027302
ENST00000355312,ENSG00000139436,GIT2,0.5286673372476549,0.269,0.13629,0.134925,0.8811174729762526,chr12:109994226-109998224,3999,chr12:109995726-109996724
ENST00000372371,ENSG00000148606,POLR3A,0.5286155453145104,0.87,0.68239,0.057525,0.886203245183136,chr10:78027547-78031545,3999,chr10:78029047-78030045
ENST00000302637,ENSG00000067704,IARS2,0.5286079276902452,0.36,0.22619,0.0613749999999999,0.8322916120703835,chr1:220092114-220096112,3999,chr1:220093614-220094612
ENST00000349938,ENSG00000135931,ARMC9,0.528566957610321,1.007,0.73865,0.0435,0.8805601653181905,chr2:231196547-231200545,3999,chr2:231198047-231199045
ENST00000395326,ENSG00000241258,CRCP,0.5285464381294979,1.712,1.0243,0.0909249999999999,0.8305673944690984,chr7:66112606-66116604,3999,chr7:66114106-66115104
ENST00000456318,ENSG00000163882,POLR2H,0.528500380171264,0.627,0.13224,0.1943250000000001,0.9578693862177152,chr3:184359719-184363717,3999,chr3:184361219-184362217
ENST00000257181,ENSG00000134748,PRPF38A,0.5284054993678887,0.404,0.17654,0.125325,0.946750930960493,chr1:52402565-52406563,3999,chr1:52404065-52405063
ENST00000308580,ENSG00000138594,TMOD3,0.5283968529041676,0.658,0.31297,0.143075,0.8922274741973714,chr15:51827631-51831629,3999,chr15:51829131-51830129
ENST00000389737,ENSG00000155275,TRMT44,0.5283537413516695,1.388,1.0377,0.104725,0.7827222745911367,chr4:8438824-8442822,3999,chr4:8440324-8441322
ENST00000309295,ENSG00000173442,EHBP1L1,0.5283528238829952,0.613,0.44737,0.21055,0.6885352572577039,chr11:65574039-65578037,3999,chr11:65575539-65576537
ENST00000392017,ENSG00000085978,ATG16L1,0.5283454090327735,0.332,0.17691,0.0604,0.8400490579562532,chr2:233249572-233253570,3999,chr2:233251072-233252070
ENST00000370952,ENSG00000066557,LRRC40,0.5283265398872335,1.442,1.0688,0.0786499999999999,0.837258153676064,chr1:70203622-70207620,3999,chr1:70205122-70206120
ENST00000303498,ENSG00000169814,BTD,0.528215511928867,1.183,0.69754,0.0938749999999999,0.9478817151929524,chr3:15599743-15603741,3999,chr3:15601243-15602241
ENST00000290418,ENSG00000135637,CCDC142,0.5282045705230779,0.954,0.68301,0.1947250000000001,0.6707741425438483,chr2:74480998-74484996,3999,chr2:74482498-74483496
ENST00000237283,ENSG00000189007,ADAT2,0.52819937909624,1.547,0.92088,0.081725,0.8778163119173765,chr6:143448675-143452673,3999,chr6:143450175-143451173
ENST00000301744,ENSG00000167981,ZNF597,0.5280879370369485,0.964,0.37318,0.0514749999999999,0.9695197804084262,chr16:3441544-3445542,3999,chr16:3443044-3444042
ENST00000359591,ENSG00000197324,LRP10,0.5280872038737976,0.89,0.5857,0.1477499999999999,0.7993108115137157,chr14:22869614-22873612,3999,chr14:22871114-22872112
ENST00000373433,ENSG00000101413,RPRD1B,0.5280691440535495,0.619,0.3136,0.1288999999999999,0.9644240570846077,chr20:38031547-38035545,3999,chr20:38033047-38034045
ENST00000398664,ENSG00000205456,TP53TG3D,0.5280295696559008,1.862,1.017,0.027775,0.9851209439528024,chr16:32250720-32254718,3999,chr16:32252220-32253218
ENST00000294168,ENSG00000162227,TAF6L,0.5279678301245425,0.473,0.23984,0.0625999999999999,0.9057193807143598,chr11:62769304-62773302,3999,chr11:62770804-62771802
ENST00000341861,ENSG00000074603,DPP8,0.5279263249484294,0.275,0.14657,0.1278249999999999,0.9445522696324566,chr15:65515275-65519273,3999,chr15:65516775-65517773
ENST00000375643,ENSG00000196305,IARS,0.5278476641507572,0.783,0.61267,0.0495999999999999,0.8821164926416761,chr9:92291702-92295700,3999,chr9:92293202-92294200
ENST00000360689,ENSG00000033170,FUT8,0.5278437582475587,0.51,0.30066,0.1904750000000002,0.8948475597550958,chr14:65408593-65412591,3999,chr14:65410093-65411091
ENST00000398606,ENSG00000084207,GSTP1,0.5278323604423235,0.747,0.32652,0.1196499999999999,0.7983019002895426,chr11:67581596-67585594,3999,chr11:67583096-67584094
ENST00000436816,ENSG00000037749,MFAP3,0.5277855914533534,1.129,0.57217,0.032775,0.7280367715064452,chr5:154036960-154040958,3999,chr5:154038460-154039458
ENST00000309982,ENSG00000164929,BAALC,0.5277720339900944,1.547,0.70049,0.0665249999999999,0.9757236062288168,chr8:103138711-103142709,3999,chr8:103140211-103141209
