chr,start,end,transcript_id,gene_id,gene_name,cpg_density,loeuf,oe_lof_point_estimate,promoter_phastcons,exonic_phastcons
chr11,34071230,34075229,ENST00000341394,ENSG00000135387,CAPRIN1,0.7386303682599978,0.321,0.17813,0.25982499999999986,0.9515556992330771
chr12,54068110,54072109,ENST00000394349,ENSG00000135390,ATP5G2,0.5664238673947412,1.664,0.95472,0.21855000000000008,0.8010345302425781
chr12,56222566,56226565,ENST00000357606,ENSG00000135392,DNAJC14,0.4186342059032407,0.091,0,0.2296500000000002,0.8417163753709773
chr12,56121492,56125491,ENST00000549117,ENSG00000135404,CD63,0.47830616606818727,0.918,0.43651,0.12677500000000003,0.41980036118608094
chr12,49685485,49689484,ENST00000257860,ENSG00000135406,PRPH,0.3645975754261234,1.42,0.98659,0.166275,0.7904766539546858
chr12,56880182,56884181,ENST00000311966,ENSG00000135423,GLS2,0.5681037247445824,0.837,0.58593,0.15802500000000005,0.9100283464820994
chr12,49997423,50001422,ENST00000257894,ENSG00000135436,FAM186B,0.18831277137215446,1.18,0.89013,0.25197499999999995,0.6267825165972468
chr12,58130030,58134029,ENST00000547588,ENSG00000135439,AGAP2,0.5614823133071308,0.247,0.12506,0.49000000000000005,0.7346577290790705
chr12,56107821,56111820,ENST00000548925,ENSG00000135441,BLOC1S1,0.4525644226390677,0.992,0.38385,0.1515000000000001,0.7607179627130926
chr12,52759266,52763265,ENST00000257901,ENSG00000135443,KRT85,0.2748592043011751,0.84,0.51851,0.143875,0.7430981542799407
chr12,58144305,58148304,ENST00000257904,ENSG00000135446,CDK4,0.3700560313099581,0.621,0.29553,0.2763500000000001,0.8552277467404447
chr12,54980444,54984443,ENST00000257905,ENSG00000135447,PPP1R1A,0.35806353822441106,1.009,0.44104,0.207325,0.837168976910838
chr12,58136664,58140663,ENST00000257910,ENSG00000135452,TSPAN31,0.37270893624484785,0.698,0.27012,0.22025000000000008,0.9037571143758245
chr12,51564665,51568664,ENST00000257915,ENSG00000135457,TFCP2,0.5737798424816204,0.664,0.43109,0.11052499999999996,0.8142899409118368
chr12,56658642,56662641,ENST00000308197,ENSG00000135469,COQ10A,0.540895568519878,1.101,0.58643,0.15130000000000002,0.9373180540852497
chr12,50295671,50299670,ENST00000320634,ENSG00000135472,FAIM2,0.34329439150316265,0.89,0.52476,0.13232500000000005,0.9146585128677953
chr12,56509943,56513942,ENST00000257940,ENSG00000135482,ZC3H10,0.515630035449565,0.592,0.22912,0.24107499999999984,0.7727272727272727
chr12,54672539,54676538,ENST00000340913,ENSG00000135486,HNRNPA1,0.6783625730994152,0.155,0,0.3365500000000001,0.8487442382390902
chr12,58085904,58089903,ENST00000315970,ENSG00000135506,OS9,0.4711425206124853,0.76,0.51819,0.20819999999999997,0.828595308409166
chr12,56846427,56850426,ENST00000257979,ENSG00000135517,MIP,0.20557097337855895,0.926,0.40465,0.2722500000000001,0.8574104740710239
chr12,49930940,49934939,ENST00000257981,ENSG00000135519,KCNH3,0.6216094032549728,0.256,0.1217,0.19230000000000008,0.8318005546672118
chr6,144162481,144166480,ENST00000367576,ENSG00000135521,LTV1,0.5243206858681404,0.866,0.56985,0.07367499999999995,0.8711063225958597
chr6,109701648,109705647,ENST00000310786,ENSG00000135535,CD164,0.7705612801154202,0.611,0.19415,0.058199999999999974,0.6372912846045529
chr6,135816884,135820883,ENST00000367800,ENSG00000135541,AHI1,0.6588240254675015,0.933,0.73193,0.042100000000000005,0.7630102922611531
chr6,142407937,142411936,ENST00000258042,ENSG00000135577,NMBR,0.48302320306393365,1.801,1.1665,0.11300000000000006,0.78578113589589
chr6,109759966,109763965,ENST00000258052,ENSG00000135587,SMPD2,0.6401242555915423,1.604,1.1514,0.15430000000000005,0.7734646749900025
chr6,109775191,109779190,ENST00000358807,ENSG00000135596,MICAL1,0.5627140401549222,0.948,0.73494,0.11022500000000007,0.6398345148440429
chr6,139307399,139311398,ENST00000258062,ENSG00000135597,REPS1,0.6601549606348425,0.299,0.15932,0.18437500000000007,0.9749462379365135
chr2,73458357,73462356,ENST00000258083,ENSG00000135617,PRADC1,0.704340729421384,1.535,0.86135,0.13215,0.9524215359924476
chr2,74879355,74883354,ENST00000357877,ENSG00000135622,SEMA4F,0.5334586774701375,0.92,0.65399,0.10912500000000001,0.7698516422056491
chr2,73459366,73463365,ENST00000258091,ENSG00000135624,CCT7,0.6774083512249934,0.298,0.11537,0.12372500000000003,0.8577378745754404
chr2,73439350,73443349,ENST00000389501,ENSG00000135632,SMYD5,0.47417587649661763,0.525,0.27934,0.06954999999999995,0.9596101684228487
chr2,74708124,74712123,ENST00000290418,ENSG00000135637,CCDC142,0.5282045705230779,0.954,0.68301,0.19472500000000012,0.6707741425438483
chr2,73142604,73146603,ENST00000258106,ENSG00000135638,EMX1,0.7984996490743618,0.407,0,0.267275,0.2522291557968611
chr12,70758056,70762055,ENST00000258111,ENSG00000135643,KCNMB4,0.7855372632324306,0.331,0,0.19569999999999999,0.8889166408226783
chr12,62652138,62656137,ENST00000280377,ENSG00000135655,USP15,0.6128855448701979,0.214,0.1082,0.16702500000000023,0.9687186860278453
chr12,65151228,65155227,ENST00000258145,ENSG00000135677,GNS,0.5976095617529881,0.614,0.37083,0.09672500000000002,0.8585582759494411
chr12,69199956,69203955,ENST00000462284,ENSG00000135679,MDM2,0.7761366173884954,0.16,0.033811,0.09012500000000001,0.6378235024146552
chr16,84680131,84684130,ENST00000564996,ENSG00000135686,KLHL36,0.6777754757747062,0.397,0.17334,NA,0.8656948387821376
chr16,81270053,81274052,ENST00000258168,ENSG00000135697,BCMO1,0.3688186002596483,1.191,0.81962,0.04497499999999999,0.743656024586676
chr16,82201832,82205831,ENST00000258169,ENSG00000135698,MPHOSPH6,0.5695238515706055,1.422,0.72642,0.027624999999999997,0.8414759349859334
chr16,85059410,85063409,ENST00000258180,ENSG00000135709,KIAA0513,0.5313526316086984,0.472,0.23895,0.04235,0.8742432329058187
chr16,66783702,66787701,ENST00000258198,ENSG00000135720,DYNC1LI2,0.5550246269205322,0.298,0.11528,0.10790000000000002,0.8980755689065951
chr16,67191834,67195833,ENST00000258200,ENSG00000135722,FBXL8,0.5607910136222998,1.916,1.4295,0.055549999999999995,0.9301291176516174
chr16,67279562,67283561,ENST00000258201,ENSG00000135723,FHOD1,0.5903962214641826,0.889,0.66182,0.19962500000000033,0.7929440301943392
chr1,247240058,247244057,ENST00000366503,ENSG00000135747,ZNF670,0.5480713874496258,1.827,1.0366,0.08307499999999997,0.2305982905982905
chr1,229759981,229763980,ENST00000258243,ENSG00000135763,URB2,0.8237868451538165,0.837,0.63396,NA,0.5132558941698937
chr1,230881130,230885129,ENST00000271971,ENSG00000135773,CAPN9,0.25560272034323794,1.164,0.88511,0.047875,0.786157613597058
chr1,230776238,230780237,ENST00000366669,ENSG00000135775,COG2,0.5419319875355643,0.603,0.39711,0.05109999999999999,0.8353631032927379
chr1,229692443,229696442,ENST00000344517,ENSG00000135776,ABCB10,0.7665006727180163,0.987,0.64983,0.04512499999999997,0.8587486963982923
chr1,233084370,233088369,ENST00000366628,ENSG00000135778,NTPCR,0.41266431994908814,1.33,0.63594,0.040025000000000005,0.7776614310645724
chr1,229759795,229763794,ENST00000258281,ENSG00000135801,TAF5L,0.7840698123698322,0.193,0.040727,0.11159999999999996,0.9414162085517709
chr1,182359342,182363341,ENST00000311223,ENSG00000135821,GLUL,0.6816857066643834,0.187,0,0.12437500000000005,0.8945029014245736
chr1,180990048,180994047,ENST00000258301,ENSG00000135823,STX6,0.466916986050855,0.763,0.38639,NA,0.9033946530726275
chr1,182556392,182560391,ENST00000367559,ENSG00000135828,RNASEL,0.24633792284344344,1.13,0.7623,0.023724999999999993,0.36657681940700815
chr1,182806504,182810503,ENST00000367549,ENSG00000135829,DHX9,0.7547918966013726,0.106,0.040888,0.04632499999999999,0.8857854707579333
chr1,179921873,179925872,ENST00000367607,ENSG00000135837,CEP350,0.6223117049510387,0.165,0.10744,0.2446000000000001,0.7895552704725252
chr1,182756911,182760910,ENST00000367554,ENSG00000135838,NPL,0.6231863374720518,1.198,0.72375,0.018425000000000004,0.6945916114790286
chr1,184941683,184945682,ENST00000367511,ENSG00000135842,FAM129A,0.5732166747835044,1.24,0.91442,0.09140000000000002,0.5797273053462505
chr1,172411227,172415226,ENST00000367728,ENSG00000135845,PIGC,0.33139594167431424,1.021,0.48543,0.15885000000000016,0.8263982102908272
chr1,180470090,180474089,ENST00000367595,ENSG00000135847,ACBD6,0.6575223273324121,1.146,0.69214,0.08857500000000003,0.8487632508833922
chr1,182990595,182994594,ENST00000258341,ENSG00000135862,LAMC1,0.7649364365892256,0.194,0.11132,0.23567500000000036,0.8589555478304134
chr1,173989436,173993435,ENST00000367696,ENSG00000135870,RC3H1,0.6383785185628503,0.286,0.17657,0.2361000000000001,0.9460317460317461
chr2,231082666,231086665,ENST00000258381,ENSG00000135899,SP110,0.2275654121261333,0.94,0.68144,0.026925000000000004,0.2816022017126812
chr2,224820121,224824120,ENST00000258383,ENSG00000135900,MRPL44,0.5447680534104509,1.672,1.072,0.045799999999999966,0.6554182994822264
chr2,233388894,233392893,ENST00000258385,ENSG00000135902,CHRND,0.3058776811252006,1.055,0.7033,0.10949999999999996,0.8338445747567507
chr2,223161701,223165700,ENST00000392069,ENSG00000135903,PAX3,0.572355884155169,0.479,0.24257,0.2921499999999998,0.8028941509954702
chr2,219573598,219577597,ENST00000392102,ENSG00000135912,TTLL4,0.5703289575951843,0.704,0.51882,0.09507500000000005,0.8188997078057778
chr2,219431085,219435084,ENST00000258399,ENSG00000135913,USP37,0.6675851277341225,0.19,0.090465,0.14537500000000014,0.8999503129348269
chr2,231727615,231731614,ENST00000326427,ENSG00000135916,ITM2C,0.4931845792048862,0.497,0.15793,0.06829999999999997,0.792485554165947
chr2,228580729,228584728,ENST00000258403,ENSG00000135917,SLC19A3,0.43696010218143927,0.599,0.28511,0.023724999999999993,0.9174617276544783
chr2,220141989,220145988,ENST00000336576,ENSG00000135924,DNAJB2,0.4077471967380224,1.022,0.58548,0.12702500000000005,0.886321091544392
chr2,233412762,233416761,ENST00000258416,ENSG00000135930,EIF4E2,0.562962962962963,0.531,0.20545,0.3901249999999999,0.9633706442166441
chr2,232061260,232065259,ENST00000349938,ENSG00000135931,ARMC9,0.528566957610321,1.007,0.73865,0.043500000000000004,0.8805601653181905
chr2,231575560,231579559,ENST00000258418,ENSG00000135932,CAB39,0.7574167825197388,0.47,0.18202,0.12642499999999987,0.8998434658510095
chr2,98260503,98264502,ENST00000258424,ENSG00000135940,COX5B,0.47054625518703724,0.521,0,0.10474999999999995,0.9500576157393726
chr2,100104498,100108497,ENST00000258428,ENSG00000135945,REV1,0.9275873470737352,0.232,0.12864,0.07805000000000002,0.8214910220769088
chr2,103351314,103355313,ENST00000258436,ENSG00000135953,MFSD9,0.3952921143567055,1.448,0.91255,0.03249999999999999,0.4844531796865967
chr2,96929733,96933732,ENST00000258439,ENSG00000135956,TMEM127,0.5854070213183247,1.148,0.50242,0.2827250000000001,0.9302649644612121
chr2,105944492,105948491,ENST00000393359,ENSG00000135966,TGFBRAP1,0.5547065149714157,0.419,0.23999,0.036099999999999986,0.7647662692590752
chr2,109063017,109067016,ENST00000309863,ENSG00000135968,GCC2,0.5370075958311252,0.41,0.29539,NA,0.8603761573896387
chr2,105652441,105656440,ENST00000258455,ENSG00000135972,MRPS9,0.5063355879758085,0.967,0.64445,0.07312500000000001,0.743326368871925
chr2,105856200,105860199,ENST00000258456,ENSG00000135973,GPR45,0.3934806677527536,0.848,0.32814,0.2113499999999999,0.9438596491228072
chr2,105951816,105955815,ENST00000258457,ENSG00000135974,C2orf49,0.5150376388975539,0.91,0.35225,0.05257499999999996,0.9909462259950438
chr2,97777233,97781232,ENST00000420699,ENSG00000135976,ANKRD36,0.6721242873395544,1.41,1.2055,0.11000000000000008,0.37720665759908123
chr2,149400553,149404552,ENST00000258484,ENSG00000135999,EPC2,0.8482797518330514,0.16,0.050741,0.3361999999999997,0.9795633044445843
chr12,108954377,108958376,ENST00000311893,ENSG00000136003,ISCU,0.6733122970790799,1.13,0.43818,0.1377,0.8795719168538799
chr12,103979051,103983050,ENST00000388887,ENSG00000136011,STAB2,0.18649214110461626,0.865,0.73969,0.03612499999999996,0.6886376583799955
chr12,100659162,100663161,ENST00000360820,ENSG00000136021,SCYL2,0.5530625275407153,0.418,0.25282,0.09480000000000008,0.9535904463437701
chr12,94540499,94544498,ENST00000258526,ENSG00000136040,PLXNC1,0.7406608420522777,0.272,0.17101,0.47147500000000014,0.7306491091294048
chr12,105627862,105631861,ENST00000551662,ENSG00000136044,APPL2,0.5348648589403538,1.099,0.81833,0.05279999999999998,0.8042880500027767
chr12,108077509,108081508,ENST00000412830,ENSG00000136045,PWP1,0.4365251263640018,0.995,0.70262,0.06427499999999997,0.8782483008830368
chr12,102269129,102273128,ENST00000258534,ENSG00000136048,DRAM1,0.5925143309942105,0.713,0.27577,0.0749,0.9583128696909047
chr12,105499492,105503491,ENST00000332180,ENSG00000136051,KIAA1033,0.6951685783802573,0.464,0.33229,0.08022500000000002,0.9282248872740687
chr12,105350072,105354071,ENST00000415674,ENSG00000136052,SLC41A2,0.6096050152794548,0.777,0,0.057049999999999955,1
chr3,57992127,57996126,ENST00000490882,ENSG00000136068,FLNB,0.4985170694768726,0.446,0.34019,0.14247500000000007,0.8610915849710192
chr13,53420776,53424775,ENST00000377942,ENSG00000136099,PCDH8,0.8409211533026834,0.649,0.3597,0.5926749999999997,0.9143397647213694
chr13,53022758,53026757,ENST00000378060,ENSG00000136100,VPS36,0.708100189965475,0.511,0.28335,0.06670000000000001,0.8359098548800838
chr13,51481814,51485813,ENST00000336617,ENSG00000136104,RNASEH2B,0.643250390469804,1.293,0.83987,0.06724999999999998,0.8569300649713185
chr13,53027602,53031601,ENST00000378037,ENSG00000136108,CKAP2,0.6207709975789931,1.097,0.76175,0.05754999999999998,0.7918428158376826
chr13,53311916,53315915,ENST00000377962,ENSG00000136110,LECT1,0.48938928295730955,1.174,0.69229,0.1893250000000004,0.7269784902507879
chr13,73300064,73304063,ENST00000390667,ENSG00000136122,BORA,0.683008445926588,0.69,0.40675,0.11249999999999998,0.6537895463663205
chr13,47125395,47129394,ENST00000389797,ENSG00000136141,LRCH1,0.6819548642855076,0.189,0.073311,0.19810000000000025,0.8953042078276908
chr13,50157720,50161719,ENST00000378302,ENSG00000136144,RCBTB1,0.5823227080537763,0.797,0.50992,0.04432499999999996,0.8350936586501069
chr13,48667241,48671240,ENST00000258648,ENSG00000136146,MED4,0.5340284179408119,0.775,0.39274,0.07089999999999995,0.8979155062636177
chr13,50068097,50072096,ENST00000378319,ENSG00000136147,PHF11,0.5153362073237203,1.312,0.82532,0.03802499999999998,0.5759650684777383
chr13,46037060,46041059,ENST00000349995,ENSG00000136152,COG3,0.5778760814178122,0.211,0.10035,0.128225,0.9540984822697559
chr13,48805294,48809293,ENST00000378565,ENSG00000136156,ITM2B,0.6912586478389641,0.526,0.16708,0.19972499999999987,0.9356796329193319
chr13,80911795,80915794,ENST00000377102,ENSG00000136158,SPRY2,0.7702603514528734,0.273,0,0.36645000000000005,0.8266490765171501
chr13,48609703,48613702,ENST00000258662,ENSG00000136159,NUDT15,0.5677248426929081,1.394,0.66879,0.09639999999999999,0.7799538469937637
chr13,49105370,49109369,ENST00000344532,ENSG00000136161,RCBTB2,0.5987957552034242,0.954,0.64303,0.044200000000000045,0.9277802235001478
chr13,50016510,50020509,ENST00000317257,ENSG00000136169,SETDB2,0.572895483746824,0.602,0.39072,NA,0.6257931663106081
chr7,42949690,42953689,ENST00000431882,ENSG00000136197,C7orf25,0.512928823582657,0.577,0.22314,0.20690000000000014,0.9242291666666665
chr7,44038488,44042487,ENST00000258704,ENSG00000136206,SPDYE1,0.2904523599254244,1.406,0.93777,0.5220000000000001,0.917336584940026
chr7,2441223,2445222,ENST00000258711,ENSG00000136213,CHST12,0.7059476086024759,1.268,0.70341,0.07547500000000004,0.9901098901098901
chr7,6521874,6525873,ENST00000258739,ENSG00000136240,KDELR2,0.7018275310958237,0.739,0.28592,0.121875,0.9290037092443505
chr7,23219446,23223445,ENST00000258742,ENSG00000136243,NUPL2,0.7301490721022209,1.245,0.78294,0.062275,0.5756391947916704
chr7,6615136,6619135,ENST00000396706,ENSG00000136247,ZDHHC4,0.4734848484848485,1.517,0.9587,NA,0.5623687206137954
chr7,16683759,16687758,ENST00000433922,ENSG00000136261,BZW2,0.6580818586908632,0.471,0.22401,0.22609999999999997,0.7913854239923792
chr7,14940987,14944986,ENST00000403951,ENSG00000136267,DGKB,0.3028692023907335,0.347,0.19897,0.1682000000000001,0.9380754603297227
chr7,45149314,45153313,ENST00000258770,ENSG00000136270,TBRG4,0.5607664977065526,0.694,0.44402,0.08887500000000001,0.6580807220883464
chr7,44611602,44615601,ENST00000258772,ENSG00000136271,DDX56,0.4866661950908962,0.843,0.55475,0.16367500000000004,0.8070433434483529
chr7,48017141,48021140,ENST00000258774,ENSG00000136273,HUS1,0.5613499084930631,1.14,0.65348,0.13979999999999998,0.8000170759843362
chr7,44082310,44086309,ENST00000468694,ENSG00000136279,DBNL,0.4984164892788536,0.515,0.27439,NA,0.6916671268808952
chr7,45037784,45041783,ENST00000258781,ENSG00000136280,CCM2,0.6662175591128513,0.566,0.26908,0.06940000000000003,0.8763381217949499
chr7,2669585,2673584,ENST00000258796,ENSG00000136295,TTYH3,0.47843790025566524,0.213,0.067711,0.06647499999999998,0.8926201564301521
chr7,4996844,5000843,ENST00000404774,ENSG00000136297,MMD2,0.45591467882439146,1.368,0.82753,0.128825,0.6783740993561077
chr14,20772154,20776153,ENST00000258821,ENSG00000136319,TTC5,0.36353661639946727,0.794,0.49928,0.07959999999999999,0.8754344815695427
chr14,37049813,37053812,ENST00000258829,ENSG00000136327,NKX2-8,0.7407487820749012,1.362,0.5351,0.31500000000000017,0.9698122036996238
chr14,36987434,36991433,ENST00000354822,ENSG00000136352,NKX2-1,0.6814963674767932,0.58,0.22424,0.44187499999999996,0.6935767692264303
chr15,80187392,80191391,ENST00000258874,ENSG00000136371,MTHFS,0.5896330194490892,1.522,0.78517,0.04389999999999998,0.8527942525501503
chr15,78728531,78732530,ENST00000258886,ENSG00000136381,IREB2,0.5741914305267316,0.226,0.11451,0.09145000000000006,0.87364849107533
chr15,85357911,85361910,ENST00000258888,ENSG00000136383,ALPK3,0.43859649122807015,0.904,0.70889,0.0864,0.7448124917323482
chr15,78421887,78425886,ENST00000258930,ENSG00000136425,CIB2,0.48870644539989494,0.873,0.38162,0.055549999999999974,0.9360069732077712
chr17,46906396,46910395,ENST00000448105,ENSG00000136436,CALCOCO2,0.45237251042290716,0.672,0.41492,0.05754999999999999,0.617340608655088
chr17,48554161,48558160,ENST00000258955,ENSG00000136444,RSAD1,0.46814424694609025,0.968,0.59735,0.11372500000000003,0.8424093985932037
chr17,56082708,56086707,ENST00000258962,ENSG00000136450,SRSF1,0.8621618708912598,0.246,0,0.3533250000000001,0.7178093983275977
chr17,56063514,56067513,ENST00000581208,ENSG00000136451,VEZF1,0.6249352745608491,0.241,0.050826,0.5467249999999999,0.5540226417569649
chr17,48544328,48548327,ENST00000508540,ENSG00000136457,CHAD,0.4223058712698007,1.006,0.47869,0.29810000000000014,0.8583193488473724
chr17,61676231,61680230,ENST00000258975,ENSG00000136463,TACO1,0.4491005035107568,0.958,0.45559,0.07397500000000004,0.806981869812328
chr17,62338588,62342587,ENST00000258991,ENSG00000136478,TEX2,0.5980765431175807,0.514,0.33839,0.11877500000000005,0.8832977060628571
chr17,61625861,61629860,ENST00000415273,ENSG00000136485,DCAF7,0.6443273021613154,0.342,0,0.1795,0.6770155088131722
chr17,61775501,61779500,ENST00000259006,ENSG00000136490,LIMD2,0.6549314547716105,0.8,0.1688,0.1904750000000001,0.9091066503473813
chr17,47863917,47867916,ENST00000259021,ENSG00000136504,KAT7,0.5778338101472466,0.127,0.026727,0.20862500000000006,0.7406508730086176
chr3,179278668,179282667,ENST00000429709,ENSG00000136518,ACTL6A,0.5566199874345115,0.242,0.07679,0.07169999999999999,0.9573770081774368
chr3,179320490,179324489,ENST00000259037,ENSG00000136521,NDUFB5,0.49431537320810676,1.15,0.54753,0.08407500000000001,0.9030001486832332
chr3,179320443,179324442,ENST00000476781,ENSG00000136522,MRPL47,0.4914842427773616,0.866,0.4612,0.095475,0.9008224850594714
chr3,185653925,185657924,ENST00000453386,ENSG00000136527,TRA2B,0.7836658618206465,0.244,0.051355,0.09150000000000001,0.9558982281582006
chr2,166093912,166097911,ENST00000357398,ENSG00000136531,SCN2A,0.17175141242937852,0.133,0.063312,0.14985000000000004,0.878573280983795
chr2,160567010,160571009,ENST00000259050,ENSG00000136536,MARCH7,0.6608137449258945,0.347,0.17561,0.14507500000000012,0.8572806366245042
chr2,162014808,162018807,ENST00000392749,ENSG00000136560,TANK,0.48510328657476653,0.4,0.15476,0.091975,0.9651454209860073
chr3,170075411,170079410,ENST00000458537,ENSG00000136603,SKIL,0.6474911995914422,0.307,0.13421,0.4697750000000006,0.5311688245233415
chr1,220218001,220222000,ENST00000366923,ENSG00000136628,EPRS,0.6521100727253882,0.488,0.35991,0.05085000000000001,0.8410883454505398
chr1,150037369,150041368,ENST00000369130,ENSG00000136631,VPS45,0.5275243592130577,0.656,0.42605,0.15275000000000008,0.935960303561004
chr1,215738735,215742734,ENST00000259154,ENSG00000136636,KCTD3,0.6816273239384819,0.416,0.2515,0.05724999999999998,0.7833834199428898
chr1,213222597,213226596,ENST00000366960,ENSG00000136643,RPS6KC1,0.4818838709042944,0.478,0.30552,0.09377500000000005,0.7682599187753827
chr1,206678879,206682878,ENST00000355294,ENSG00000136653,RASSF5,0.5156526961897367,0.688,0.32739,0.1477,0.8027353275213489
chr2,113761038,113765037,ENST00000259211,ENSG00000136694,IL36A,0.14947523515657532,1.344,0.52697,0.04662499999999996,0.10384902076725977
chr2,113814685,113818684,ENST00000393200,ENSG00000136695,IL36RN,0.152601259486602,1.877,1.2849,0.06169999999999998,0.7837078863741626
chr2,113808445,113812444,ENST00000259213,ENSG00000136696,IL36B,0.2610187187709747,1.211,0.57688,0.04109999999999998,0.4551260480870676
chr2,113827895,113831894,ENST00000393197,ENSG00000136697,IL1F10,0.10174586657417042,1.853,1.1898,0.022624999999999982,0.7372826278165637
chr2,131355124,131359123,ENST00000259216,ENSG00000136698,CFC1,0.5602641585905184,1.305,0.4215,0.11914999999999996,0.5684424614893365
chr2,130938324,130942323,ENST00000409031,ENSG00000136699,SMPD4,0.5709035222052068,1.022,0.76745,0.13430000000000003,0.8612485530831375
chr2,128566722,128570721,ENST00000322313,ENSG00000136709,WDR33,0.634667301333968,0.219,0.12889,0.09462500000000001,0.9301500363303433
chr2,131097923,131101922,ENST00000259229,ENSG00000136710,CCDC115,0.5943305592279106,1.776,1.1149,0.12832499999999994,0.8513926425614937
chr2,128782870,128786869,ENST00000357702,ENSG00000136715,SAP130,0.7407444818744876,0.16,0.061759,0.1719500000000001,0.9116250120713134
chr2,131097798,131101797,ENST00000259239,ENSG00000136718,IMP4,0.5782426131187112,1.008,0.63401,0.12454999999999991,0.8438413125486756
chr2,129074152,129078151,ENST00000259241,ENSG00000136720,HS6ST1,0.6552458274960564,0.378,0.079626,0.14680000000000015,0.9513193439287424
chr2,128846885,128850884,ENST00000259253,ENSG00000136731,UGGT1,0.5557877935699628,0.493,0.36834,0.23882500000000004,0.91946204538994325
chr10,17684124,17688123,ENST00000377524,ENSG00000136738,STAM,0.48706077555061955,0.375,0.1783,0.07382500000000002,0.9047351870742381
chr10,26503236,26507235,ENST00000376261,ENSG00000136750,GAD2,0.7553947777041035,0.379,0.20183,0.10742499999999998,0.9261591528360111
chr10,27147865,27151864,ENST00000376142,ENSG00000136754,ABI1,0.6602522015592299,0.379,0.16541,0.21890000000000026,0.806402730358404
chr10,27441289,27445288,ENST00000326799,ENSG00000136758,YME1L1,0.6906537078950872,0.448,0.27088,0.08637499999999994,0.8850856573982885
chr10,22290655,22294654,ENST00000376980,ENSG00000136770,DNAJC1,0.5625492784308862,0.818,0.55153,0.10935000000000004,0.9378148011904592
chr9,107507969,107511968,ENST00000374767,ENSG00000136783,NIPSNAP3A,0.5512564867155724,1.714,1.1391,0.010325000000000006,0.7969086021505377
chr9,131642781,131646780,ENST00000259324,ENSG00000136802,LRRC8A,0.5379733535073341,0.356,0.13777,0.10317500000000002,0.07771231645460991
chr9,130546328,130550327,ENST00000373264,ENSG00000136807,CDK9,0.7000934783905806,0.933,0.5347,0.25957499999999994,0.8302727068514582
chr9,113016921,113020920,ENST00000374517,ENSG00000136810,TXN,0.5801638165853534,0.905,0.28751,0.06014999999999993,0.8770440251572328
chr9,131216701,131220700,ENST00000434106,ENSG00000136811,ODF2,0.6360753256526491,0.457,0.29262,0.24612499999999998,0.9222540606764702
chr9,114245026,114249025,ENST00000259335,ENSG00000136813,KIAA0368,0.936685147211463,0.189,0.12076,0.21964999999999993,0.9245126224199373
chr9,132563432,132567431,ENST00000259339,ENSG00000136816,TOR1B,0.6744386173372082,0.673,0.26053,0.10497499999999997,0.5557989123472945
chr9,132595555,132599554,ENST00000372447,ENSG00000136819,C9orf78,0.587956921400198,0.975,0.57454,0.12545,0.8446111077185912
chr9,106854541,106858540,ENST00000286398,ENSG00000136824,SMC2,0.5481529295444183,0.233,0.12937,0.11322499999999999,0.9189567849673803
chr9,132584414,132588413,ENST00000351698,ENSG00000136827,TOR1A,0.45756038733018833,1.096,0.58337,0.10790000000000001,0.8105327279314832
chr9,125238236,125242235,ENST00000259357,ENSG00000136834,OR1J1,0.24155357086101134,1.852,1.1305,0.14427500000000007,0.16666666666666666
chr9,107378486,107382485,ENST00000259362,ENSG00000136839,OR13C9,0.112087727327922,1.507,0.60568,0.08657499999999999,0.9104477611940298
chr9,130677306,130681305,ENST00000335791,ENSG00000136840,ST6GALNAC4,0.3727346100227456,1.365,0.8257,0.058199999999999974,0.8411297897629743
chr9,130372544,130376543,ENST00000373302,ENSG00000136854,STXBP1,0.6668066137337466,0.084,0,0.13640000000000016,0.9019184981496493
chr9,130157421,130161420,ENST00000373371,ENSG00000136856,SLC2A8,0.5182247022308873,1.096,0.67616,0.11552500000000007,0.7816104052028495
chr9,123340437,123344436,ENST00000349780,ENSG00000136861,CDK5RAP2,0.4003641206318167,0.655,0.52196,0.08565000000000002,0.64927998574904
chr9,115911222,115915221,ENST00000259392,ENSG00000136867,SLC31A2,0.4970178926441352,1.799,1.0306,0.06397499999999999,0.9328481256562335
chr9,115981842,115985841,ENST00000374212,ENSG00000136868,SLC31A1,0.4724530608131611,0.972,0.37609,0.1179000000000001,0.7959860383944154
chr9,104159310,104163309,ENST00000339664,ENSG00000136870,ZNF189,0.44765262156566504,0.673,0.38539,0.1426,0.8362359099609054
chr9,104196106,104200105,ENST00000374855,ENSG00000136872,ALDOB,0.15027866892302466,1.074,0.66312,0.05849999999999998,0.8917808219178082
chr9,102666915,102670914,ENST00000259400,ENSG00000136874,STX17,0.5649124385720213,1.002,0.57431,0.11077500000000001,0.9396039862616324
chr9,116035922,116039921,ENST00000374198,ENSG00000136875,PRPF4,0.5393893740293316,0.228,0.088333,0.093825,0.9265774378585085
chr9,130563154,130567153,ENST00000373247,ENSG00000136877,FPGS,0.44265814577060636,0.75,0.47961,0.13680000000000003,0.8213739957408165
chr9,132595749,132599748,ENST00000315480,ENSG00000136878,USP20,0.59261919727036,0.486,0.32775,0.11940000000000005,0.8856633409149941
chr9,116859338,116863337,ENST00000374118,ENSG00000136883,KIF12,0.42632417630740654,0.922,0.64061,0.16645000000000024,0.6787486975239925
